content_id,actor_id
101,8739
101,32335
101,6236
101,26261
101,34246
101,24937
104,8641
104,13105
104,16701
104,27912
104,25480
104,5761
104,22620
104,34148
104,9979
104,14073
104,7755
104,10994
104,3188
104,7254
105,36035
105,15755
106,34007
106,2154
106,26159
106,35419
106,215
106,6402
106,33250
106,34813
106,32770
106,20192
106,5648
107,15957
107,10214
107,32541
107,35627
107,5721
107,22111
107,15669
108,7310
108,18060
108,23368
108,24969
108,8440
108,23501
109,2467
109,33007
109,18339
109,13455
109,4244
109,24971
109,8457
109,2093
110,28432
110,28362
110,27754
110,6311
110,8465
110,25327
110,33657
110,14589
110,9607
110,34537
110,9586
110,27850
110,16466
112,19356
112,292
112,1642
112,25139
112,11748
112,34554
112,24375
113,7721
113,16580
113,11401
113,1946
113,24084
113,21037
113,8825
113,112
114,857
114,21130
114,8925
114,35911
114,4019
114,34198
114,29874
114,23503
115,28560
115,32723
115,26510
115,4230
115,12138
115,18784
115,30772
115,29459
115,21357
116,3543
116,5397
116,17327
116,25803
116,3212
116,33514
116,27855
116,4759
116,23809
116,31819
117,25246
117,29117
117,7840
117,28867
117,17082
117,10293
117,16288
117,36302
119,32013
119,28170
119,31396
119,28685
119,14541
119,3042
120,11746
120,28393
120,28651
120,34375
120,23608
121,3165
121,13857
121,13311
121,3766
122,31714
122,30727
122,16361
122,30916
122,20695
122,32288
122,2703
122,4442
122,5906
122,178
122,21754
122,20510
122,7655
123,28018
123,34088
123,13444
123,32623
123,34652
123,1598
123,27694
123,26975
126,35749
126,199
126,18229
126,30126
126,23443
126,30054
126,22126
127,2297
127,29335
127,7087
127,4831
127,14989
127,17529
127,28823
127,27252
128,26029
128,8362
128,2650
128,13103
128,33686
128,16105
128,26671
128,1311
128,26310
128,3527
128,14109
128,10450
128,711
128,34629
128,7713
129,10594
129,20088
129,18819
129,15225
129,26249
129,19835
129,17655
129,11134
129,27949
129,1450
130,17045
130,14720
130,11537
130,20672
130,32063
130,18109
130,4973
130,9952
130,3592
130,21129
131,30576
131,10858
131,5192
131,5382
131,20962
132,34920
132,3142
132,18248
132,11316
132,26745
132,32257
132,23034
132,152
132,27192
132,13740
132,32786
132,34548
133,25877
133,6630
133,19271
133,32955
133,33706
133,35990
133,6139
133,4277
133,24932
133,28051
133,23396
133,23446
133,1418
133,34181
133,31856
134,22733
134,11618
134,7780
134,32106
134,35498
134,31691
134,25002
134,29059
134,20554
134,35062
135,34920
135,34436
135,3277
135,9930
135,26790
135,34763
135,4425
135,12149
135,29467
135,10959
135,34453
135,30220
135,12385
136,6469
136,30925
136,6471
136,5094
136,16059
136,33434
136,15913
136,24618
136,13289
136,33128
136,16634
137,18384
137,588
137,14373
137,4088
137,10114
137,18877
137,27060
137,14181
137,28954
137,33768
138,32808
138,4251
138,10016
138,34939
138,20303
138,7507
138,18040
138,11287
138,12415
138,14109
138,29590
138,12089
138,10410
138,31566
139,12135
139,23693
139,36176
139,10055
139,22841
139,24509
139,16602
139,9541
139,1087
139,27570
140,26677
140,26011
140,32082
140,35795
140,9628
140,4465
140,17321
140,31004
140,26996
140,14550
140,30105
140,16768
140,27759
140,12149
141,17518
141,2682
141,16726
141,1389
141,33108
141,16960
141,940
142,25054
142,34212
142,28492
142,28646
142,18451
142,9360
142,9697
142,22301
143,4761
143,29287
143,17955
143,1305
143,20240
143,366
143,20751
143,21795
143,10882
143,30366
143,15236
143,34677
144,5146
144,17428
144,7064
144,12296
144,15437
144,1064
144,12413
144,21381
145,27497
145,25674
145,30674
145,7094
145,34839
145,27759
145,24339
145,8306
145,10863
145,35067
145,30443
145,27760
145,25553
146,27497
146,25674
146,27759
146,8306
146,24339
146,10863
146,7094
146,1854
146,14928
146,11157
147,27497
147,25674
147,7094
147,19311
147,14273
147,28687
147,6330
147,1581
147,25811
147,19174
149,25473
149,30598
149,33605
149,33774
149,2204
149,4389
149,23674
149,20604
150,13673
150,778
150,15925
150,2788
150,2484
150,15808
150,11494
150,17940
150,31953
150,21127
150,2235
150,27279
151,9004
151,107
151,13366
151,16580
151,7876
151,26344
151,11958
151,12107
151,17017
151,26140
151,16928
151,14821
151,33847
151,33711
151,2219
151,15977
151,16980
152,33823
152,27254
152,6398
152,30946
152,8300
152,30347
152,25149
152,12803
153,29504
153,13217
153,26956
153,35438
153,26963
154,29107
154,24586
154,5064
154,29493
154,26734
155,30839
155,14554
155,22575
155,8792
155,29886
155,28649
155,30695
155,4777
155,18005
155,21907
155,4290
155,27478
155,5832
155,21812
155,19218
155,18245
155,32829
155,29469
156,27515
156,17212
156,1900
156,6739
156,17924
156,22188
156,31918
156,13164
156,15322
156,1549
157,23693
157,7022
157,9279
157,22566
157,12892
157,7357
157,34391
157,1790
157,12821
157,2217
157,33995
157,31956
157,13747
158,33262
158,13203
158,34346
158,27970
158,7083
158,8708
158,14893
158,15723
159,18368
159,32740
159,125
159,16124
159,6062
159,18962
159,7783
159,12459
159,18134
159,21602
160,16817
160,8300
160,28865
160,32914
160,15454
160,28143
160,3048
160,36352
160,22079
160,26193
161,10239
161,4268
161,13472
161,33760
161,14150
161,6109
161,6891
161,3273
162,18483
162,10594
162,33155
162,10871
162,4340
162,31736
162,4673
162,19729
162,814
162,34274
162,10307
162,27060
163,17641
163,33566
163,31393
163,18314
163,16899
163,34607
163,8541
163,29099
163,24832
163,36033
164,18166
164,34281
164,28944
164,7261
164,26223
164,10919
164,28894
164,8799
164,125
164,20088
164,1415
165,31593
165,209
165,21958
165,5048
165,19450
165,13353
165,32881
165,13827
165,33211
165,9441
165,13428
165,16851
165,15211
165,16319
165,3883
166,20003
166,22259
166,4275
166,5296
166,35196
166,17750
166,12550
166,24672
166,23460
167,30932
167,21840
167,21007
167,5867
167,14912
167,990
167,27665
167,26677
167,35311
167,30501
168,2561
168,24472
168,19860
168,12381
168,28282
168,34071
168,4415
168,2654
168,18237
168,2938
168,6251
169,1985
169,4107
169,27557
169,8324
169,23711
169,16973
169,24284
169,13326
170,20672
170,31089
170,35793
170,21083
170,2488
170,31003
170,35910
170,31242
170,26731
171,11991
171,26403
171,11599
171,5717
171,20948
171,1548
171,1210
171,3447
171,33544
171,21984
171,7332
171,17003
171,31249
171,23243
171,3391
171,19646
171,34714
171,20963
171,12624
171,5895
171,2886
171,22834
171,15977
171,32475
171,13673
171,23415
171,30782
171,13951
171,9189
171,27003
171,30978
171,23725
171,21853
171,23117
171,6894
171,27161
172,13827
172,14373
172,18893
172,13200
172,2821
173,14458
173,15349
173,2525
173,21523
173,17025
173,31415
173,1339
173,14430
173,35564
173,26436
173,13990
173,4612
173,20473
173,30872
174,20363
175,25054
175,28185
175,33840
175,12586
175,30404
175,21459
175,32806
175,14359
175,16143
175,6620
175,12527
175,18624
176,13736
176,10849
176,2975
176,21383
176,15176
176,33421
176,165
176,32683
177,12519
177,16391
177,20556
177,25435
177,10318
177,3787
177,32786
177,3521
177,20202
177,8039
178,31648
178,28308
178,36424
178,6567
178,4294
178,16373
178,3762
178,17959
178,23648
178,7315
179,28673
179,31158
179,22598
179,10823
179,34177
179,25475
179,9424
179,15360
180,12519
180,22851
180,27120
180,30316
180,18300
180,13601
180,29183
180,22040
181,12519
181,26958
181,30316
181,13601
181,12526
181,4457
181,5153
181,22040
181,1813
181,8551
183,27759
183,30220
183,25944
183,30152
183,24472
183,19163
183,3907
183,20782
183,36065
183,4539
184,10677
184,30432
184,12720
184,2505
184,23443
184,9988
184,8703
184,6888
184,15793
184,9308
185,22320
187,31284
187,20467
187,28555
187,36291
187,12773
187,18520
187,20642
187,14070
187,19601
187,141
188,4636
189,35642
189,24089
189,5623
189,7701
189,24544
189,27048
189,12198
189,6177
190,14816
190,26681
190,1619
190,32637
190,9191
190,22922
190,20522
191,8585
191,8716
191,25986
192,31062
192,18729
192,29249
192,30900
192,32027
192,17231
192,4104
192,30370
192,27624
192,5622
192,27499
192,26109
192,5477
192,26525
192,34572
193,19391
193,3312
193,35547
193,16620
193,173
193,30710
193,33140
194,5993
194,30697
194,12556
194,6307
195,27196
195,2327
195,6274
195,16063
195,6744
195,27204
195,10388
195,16470
195,21488
195,31657
196,31260
196,31844
196,5985
196,7072
196,25798
196,34812
196,16846
196,15663
196,162
196,23256
197,14416
197,30890
197,29656
197,28506
197,32673
197,4662
197,5451
197,21306
197,25535
197,21018
198,10157
198,7152
198,9558
198,14210
198,27262
198,11045
198,24154
198,32439
198,19843
198,21416
198,31027
198,2650
198,18267
199,27912
199,23808
199,28378
199,11996
199,9899
199,3041
199,15729
199,15412
199,2571
199,16415
199,23379
199,31707
199,1372
199,21043
199,18407
199,10779
200,3652
200,33255
200,10354
200,18610
200,22571
200,8592
200,19314
200,4557
201,27381
201,17085
201,33255
201,26498
201,17561
201,3158
201,20180
201,19185
202,3312
202,964
202,33255
202,17561
202,33435
202,34866
202,4115
202,4230
202,15873
202,30799
203,3312
203,25656
203,17085
203,36131
203,35547
203,7635
204,3312
204,3652
204,3306
204,7628
204,4638
204,16315
204,10638
204,8503
204,24327
204,1839
205,3312
205,25656
205,35547
205,27281
205,22701
205,23720
205,25968
205,19077
205,22094
206,6573
206,14739
206,10744
206,35547
206,35315
206,1810
206,21357
206,30310
207,27505
207,30779
207,15134
207,14206
207,10265
207,27034
207,11974
208,9972
208,9307
208,19531
208,27300
208,18414
208,8744
208,6844
209,33382
209,5510
209,6211
209,16590
209,29986
209,24278
209,24219
209,32989
210,31013
210,14909
210,16644
210,24673
210,31093
210,29057
210,19834
210,4120
210,11782
210,29875
211,2529
211,14206
211,28061
211,18605
211,8929
211,1873
211,28671
212,24567
212,7185
212,26645
212,27715
212,21376
212,3732
212,2529
212,6617
213,22918
213,23030
213,20879
213,9382
213,15018
213,35740
213,35044
213,2706
213,33743
213,18216
213,4620
213,30806
213,7661
214,28759
214,12236
214,18251
214,6152
214,24745
214,7725
214,31079
214,18286
214,11079
214,4114
214,8686
214,13125
214,19065
215,30318
215,11319
215,5483
215,28642
215,13131
215,18830
215,31656
215,22162
215,16511
215,21979
215,33675
215,30992
215,24831
216,7644
216,31260
216,8744
216,1156
216,1689
216,9972
216,3312
216,24899
216,18414
216,12606
216,25614
216,36131
217,5209
217,3312
217,9712
217,18193
217,2014
217,25502
217,11782
217,28448
217,12699
217,33213
218,10834
218,5510
218,3312
218,15479
218,12322
218,33310
218,14176
220,18834
220,35626
220,33381
220,729
220,25105
220,8855
220,9793
220,30360
220,16025
221,28821
221,17599
221,13785
221,262
221,24648
221,27871
221,10592
221,31926
222,33081
223,5020
223,20379
223,4333
223,17593
223,12450
223,13122
223,7481
223,32122
223,23293
223,28332
223,6606
223,16565
223,18579
223,34262
223,28659
226,9288
226,3160
226,19516
226,9000
226,23744
226,16079
226,33886
226,10120
226,2661
226,26313
226,31992
227,26885
227,33065
227,18322
227,23670
227,23652
227,32648
227,1388
227,11809
227,2065
228,34291
228,15260
228,3824
228,31879
229,10871
229,1296
229,7495
229,21393
229,9224
229,13225
229,9945
229,5940
229,9327
229,14536
230,10519
230,12752
230,36318
230,23778
232,23375
232,246
232,14743
232,14598
232,26530
232,17567
233,12265
233,34315
237,15274
237,2895
237,2262
237,869
237,32450
237,16852
238,15274
238,2895
238,2262
238,869
238,32450
238,16852
239,15274
239,2895
239,2262
239,869
239,32450
239,16852
240,15274
240,2895
240,2262
240,869
240,32450
240,16852
241,3087
241,12934
241,21615
241,15456
241,17544
241,35392
241,4741
241,11748
241,7001
241,2006
241,12721
242,24717
242,9917
242,16860
242,6341
242,7443
242,1050
242,10804
244,12789
244,20692
244,8079
244,9813
244,9821
245,25516
245,16419
245,24538
245,33947
245,24573
245,33592
245,24024
245,16809
245,35885
245,24601
246,35879
247,5025
247,34078
247,8360
247,2983
247,9239
247,3073
247,32788
248,8768
248,31306
248,5346
248,7569
248,3056
248,32352
248,4838
248,21312
248,35305
249,19540
249,13246
249,4681
249,35291
249,35361
249,9459
249,4742
250,19079
250,17101
250,30556
250,31813
250,23338
250,914
250,23701
250,25598
250,19598
250,23669
250,1642
250,18128
251,33182
251,11239
251,15653
251,29751
251,16451
251,5923
251,21503
251,16908
252,36280
252,19194
252,14882
252,17867
252,27156
252,31107
252,10727
252,18459
252,15581
252,356
253,16026
253,2357
253,29268
253,4715
253,35094
253,13771
253,7411
253,4130
253,10633
253,3544
254,4914
254,19087
254,24041
254,17772
255,9201
255,22660
255,23044
255,35685
255,17273
255,3444
255,35895
255,2064
255,1301
255,19216
255,31026
257,5925
257,16754
257,34019
257,4764
257,3204
257,34136
257,34419
257,13548
257,29797
257,8182
257,28531
257,9727
258,27652
258,25240
258,16579
258,18462
258,10413
258,17176
258,32083
258,25747
258,11638
259,26468
259,4048
259,10384
259,27155
259,22641
259,28840
259,2551
259,32728
259,895
260,9240
260,27902
260,1881
260,7358
260,18059
260,18931
260,11114
260,30784
261,33113
261,9195
261,5472
261,19847
261,25436
261,19340
261,714
261,25170
261,34403
261,26054
261,9877
262,9948
262,20445
262,23689
262,28390
262,7287
262,29340
262,3383
262,20696
262,29035
265,31703
265,35958
265,3574
265,2397
265,22268
265,21387
265,22891
265,452
265,25896
265,12362
265,20786
265,15224
265,26991
265,9358
266,10817
266,5236
266,21985
266,1709
266,6242
266,10284
266,2710
268,574
268,34559
268,23650
268,30947
268,6791
268,31563
268,6721
268,10591
269,18680
269,5228
269,35142
269,20007
269,9832
269,25043
269,9961
269,8182
269,1645
269,24030
269,21478
270,34512
270,7734
270,6719
270,8685
270,5884
270,35684
270,27438
270,15872
270,15634
270,3965
270,28573
270,32638
271,33603
271,32969
271,27787
271,5214
271,33454
271,11670
271,30426
272,32254
272,26109
272,23602
272,17109
272,5882
272,25774
272,16238
273,27846
273,2382
273,5235
273,11685
273,30180
273,14744
274,30533
274,29365
274,34145
274,12070
274,25394
275,3880
275,8129
275,12343
275,25312
275,18311
275,7452
275,15465
275,11506
276,35280
276,11838
276,17518
276,9094
276,13636
276,6151
276,34830
276,13675
276,2045
276,6047
276,27075
276,14745
276,17449
276,4775
276,9500
277,36053
277,12552
277,31196
277,17913
277,13091
277,6338
278,17777
278,24135
278,33581
278,6132
278,29595
278,9977
278,21947
278,21032
279,2816
280,34420
280,2638
280,23219
280,19091
280,31752
280,16459
280,11076
280,12521
282,6171
282,29377
282,28662
282,27012
282,36196
282,18759
282,7615
282,32086
282,12204
282,7942
283,24469
283,8094
283,9625
283,6217
283,4144
283,25045
283,28450
283,12202
283,347
283,33093
283,13786
283,21162
283,23764
283,9152
283,12861
285,25934
285,6723
285,14959
285,973
285,36008
285,5822
285,30367
285,4793
286,15562
286,588
286,5464
286,5737
286,14246
286,6925
286,13807
286,11453
287,4185
287,15257
287,15314
287,22979
287,538
287,8037
287,35852
287,35657
287,10472
287,17932
288,22117
288,15896
288,17389
288,20681
288,24289
288,7748
288,8955
288,33251
288,28958
289,11844
289,19872
289,20797
289,22089
289,14731
289,9446
289,25248
289,21832
289,14930
289,5916
289,20623
290,30727
290,15841
290,34965
290,9376
290,35739
290,28755
290,26591
290,19946
292,1904
292,15587
292,7329
292,21693
292,18696
292,3144
292,936
292,1324
292,27834
292,30328
292,3077
292,4136
292,3437
292,15816
292,3024
292,29497
292,10088
292,847
292,9261
292,20106
292,1511
292,24644
292,11819
293,12570
293,10751
293,12381
293,13593
293,26301
293,17438
293,13231
293,14975
293,22173
293,27510
294,23497
294,12175
294,4822
294,24432
294,8013
294,3809
294,19662
294,23679
294,23266
294,1397
295,7088
295,14362
295,4443
295,33957
295,29274
295,17821
295,8800
295,3047
295,34740
295,26944
295,17675
295,30873
295,13794
295,6364
295,15354
295,23906
295,3533
296,18182
296,28776
296,4504
296,26419
296,35767
296,3795
296,7405
297,2861
297,16264
297,31774
297,20817
297,29993
297,35618
297,17090
298,35203
298,24512
298,13604
298,16579
298,16806
298,9637
298,21315
298,34027
298,33541
298,2494
298,7455
298,25826
298,17648
298,4182
298,33307
298,4914
298,32899
298,25431
298,33938
298,12933
298,8519
298,18044
299,19909
299,2571
299,6545
299,23808
299,24900
299,14487
299,9735
299,27472
299,20007
299,2405
299,1250
300,33492
300,36102
300,12235
300,18399
300,7356
300,1803
300,31096
300,24976
300,5830
301,10231
301,30332
301,36135
301,2533
301,2728
301,24235
301,6471
301,25481
302,32723
302,3225
302,27300
302,11677
302,19678
302,17669
302,22483
304,22975
304,13859
304,29409
304,18107
304,23848
304,22229
304,2631
304,24260
304,29961
304,32993
305,29384
306,2524
306,24622
306,7908
306,26817
306,29178
306,5393
306,18423
306,20101
306,30000
306,2471
307,12175
307,1328
307,28044
307,6040
307,18506
307,10421
307,6239
307,5973
307,20990
307,7821
307,12797
307,29114
307,250
308,9264
308,35512
308,31270
308,6748
308,11464
308,29831
308,3672
308,689
308,1349
308,8640
309,28173
310,25786
310,13573
310,4304
310,2714
310,13888
312,36367
312,19333
312,19853
312,24767
312,15845
312,2869
312,1641
312,4308
312,11867
312,24087
312,22744
312,13667
312,233
312,10954
312,8978
312,10205
312,26843
312,3060
312,12117
312,10084
312,15027
312,32659
312,463
312,34051
312,14052
313,9018
314,5915
314,29675
314,34078
314,11526
314,32448
315,17607
315,4406
315,9778
315,24643
315,28354
315,19746
315,12107
315,30376
316,27019
316,13105
316,1650
316,15098
316,22308
316,10118
316,1568
316,22520
316,10666
316,121
317,5025
317,13542
317,21323
317,1374
317,23672
317,26324
317,5274
319,22444
320,18970
320,7689
320,1006
320,6339
320,2469
320,25255
320,30769
320,29324
322,20859
322,26936
322,6892
322,29953
322,9165
322,24350
323,18970
323,28016
323,21089
323,12557
323,2623
323,35799
324,16697
324,1789
324,12822
324,19860
324,13488
324,19889
324,16311
324,17851
324,9882
324,20028
324,14552
324,24470
324,23896
324,23201
325,8945
325,15872
325,203
325,26734
325,7129
325,22077
325,20777
326,27704
326,16916
326,10959
326,33564
326,16580
326,25919
326,16872
326,21508
326,17858
326,11946
326,28901
326,21654
327,27704
327,16916
327,25919
327,16872
327,21508
327,31334
327,2442
328,33768
328,14527
328,30432
328,17907
328,14297
328,10114
328,28282
328,1972
328,1982
329,34801
329,23576
329,22431
329,1738
329,14856
329,20505
329,3121
329,9092
329,4837
330,34791
330,25513
330,16108
330,12343
330,32380
330,32213
330,7291
330,20281
330,1423
330,7313
331,19319
331,4454
331,20437
331,27482
331,13068
331,17906
331,29551
331,29467
331,36057
331,35654
332,35385
332,29542
332,8282
332,10238
332,12339
332,18873
332,3077
332,28006
333,2015
333,28611
333,30105
333,33436
333,12882
333,5737
333,107
333,20303
333,17660
333,24872
334,10896
334,3626
334,19381
334,17831
334,26345
334,13252
334,29619
334,10253
334,10502
334,33056
334,13326
334,22311
335,13549
335,29484
335,10540
335,1539
335,4446
335,16319
335,15578
335,1804
335,15574
336,30105
336,26528
336,32152
336,31138
336,35311
336,11255
336,2417
336,14118
336,23065
336,18625
336,8691
337,13970
337,942
337,30904
337,33113
337,13770
337,33248
337,12756
337,4102
337,31771
337,1797
337,34610
337,24355
337,29387
337,24736
337,27570
338,35253
338,5399
338,9430
338,9009
338,34625
338,26433
338,20028
338,1246
338,3689
338,11783
338,34603
338,28035
338,22293
338,32140
338,22588
339,26206
339,11281
339,293
339,32538
339,3257
340,11526
340,35787
340,31680
340,19175
340,22892
341,34791
341,34987
341,30894
341,35239
341,10280
341,25493
341,33697
341,28127
341,10136
341,13202
341,33184
341,10307
342,2124
342,35773
342,19466
342,26528
342,18877
342,21958
342,3589
342,10226
342,7025
342,19959
342,26126
342,24471
342,26530
342,4468
342,4995
343,16053
343,32775
343,9989
343,21915
343,21465
343,14677
343,23895
343,17634
343,11213
344,30824
344,21471
344,6800
344,20243
344,6663
344,13943
344,1238
344,15958
344,26347
344,10040
345,20243
345,11165
345,30824
345,21471
345,6663
345,24265
345,2697
346,27363
346,11475
346,22726
346,249
346,28249
346,18361
346,6572
346,19585
346,28299
346,25212
346,11136
346,16287
347,31158
347,28673
347,27920
347,4880
347,14264
347,23443
347,16768
347,24324
347,7264
347,16002
348,19030
348,4738
348,4064
348,29231
348,14199
348,23890
348,34195
349,33119
